Run, Event, particleType, px, py, pz, energy, pt
146436, 90626440, 7, -0.0158013, 0.175407, 5.42858, 5.43144, 0.176117
146436, 90626440, 7, 0.0150312, 0.176819, 5.47229, 5.47516, 0.177457
146436, 90626440, 7, 0.0727685, 0.156878, 5.337, 5.3398, 0.172933
146436, 90626440, 7, 0.0644242, 0.243067, 9.24508, 9.24849, 0.25146
146436, 90626440, 7, 0.0237328, 0.28075, 10.3536, 10.3575, 0.281751
146436, 90626440, 7, -0.0563768, 0.208574, 5.58506, 5.58923, 0.216059
146436, 90626440, 6, -0.169927, 0.362372, 10.5679, 10.5755, 0.400236
146436, 90626440, 7, -0.0840582, 0.179416, 4.29858, 4.30314, 0.198131
146436, 90626440, 6, -0.0904721, 0.335181, 7.69917, 7.70699, 0.347177
146436, 90626440, 7, -0.0197182, 0.220769, 4.81186, 4.81696, 0.221648
146436, 90626440, 7, -0.0628885, 0.233264, 4.39955, 4.40617, 0.241592
146436, 90626440, 6, -3.05052, -3.04576, 80.11, 80.2259, 4.31072
146436, 90626440, 7, -0.119061, -0.169675, 3.77033, 3.77603, 0.20728
146436, 90626440, 7, -0.0676031, -0.0963749, 1.7972, 1.80105, 0.117721
146436, 90626440, 7, -0.147111, -0.31466, 5.30369, 5.31505, 0.347351
146436, 90626440, 7, -0.0503415, -0.187035, 2.95802, 2.96435, 0.193691
146436, 90626440, 7, -0.0527888, -0.112959, 1.59715, 1.60201, 0.124685
146436, 90626440, 7, -0.298032, -0.424997, 6.64826, 6.66849, 0.519081
146436, 90626440, 6, -0.646862, -0.645658, 20.2365, 20.2571, 0.91395
146436, 90626440, 7, -0.161221, -0.160863, 5.87626, 5.88067, 0.227748
146436, 90626440, 7, -0.224679, -0.157066, 7.07197, 7.07728, 0.274135
146436, 90626440, 7, -0.056932, -0.0265203, 1.62006, 1.62128, 0.0628059
146436, 90626440, 7, -0.217024, -0.0581469, 5.79531, 5.79966, 0.224678
146436, 90626440, 6, -0.393079, -0.183136, 9.5996, 9.60939, 0.433647
146436, 90626440, 7, -0.0937213, -0.093474, 4.06915, 4.0713, 0.132367
146436, 90626440, 7, 0.20774, -0.209071, -12.7278, 12.7312, 0.294731
146436, 90626440, 7, 0.0453776, -0.0319648, -2.39825, 2.39889, 0.0555057
146436, 90626440, 7, 0.564057, 0.564799, -12.047, 12.0734, 0.798222
146436, 90626440, 7, 0.180664, 0.180947, -4.59978, 4.60689, 0.255697
146436, 90626440, 6, 0.576968, 0.404463, -12.9576, 12.9767, 0.704615
146436, 90626440, 7, 0.129668, 0.0605095, -2.57458, 2.57855, 0.143091
146436, 90626440, 7, 0.275016, 0.192833, -7.20376, 7.21159, 0.335885
146436, 90626440, 7, -0.441646, -0.0387995, -11.2817, 11.2904, 0.443347
146436, 90626440, 7, -0.262972, -0.0704579, -6.92759, 6.93294, 0.272248
146436, 90626440, 7, -0.206349, -0.14409, 10.9586, 10.9615, 0.251678
146436, 90626440, 7, -0.0901887, -0.0419819, 4.33086, 4.33201, 0.0994811
146436, 90626440, 6, -0.720385, -0.335426, 29.7173, 29.728, 0.794648
146436, 90626440, 7, -0.0912405, -0.156678, -11.0682, 11.0697, 0.181308
146436, 90626440, 7, -0.0191459, -0.0328019, -2.93722, 2.93746, 0.0379806
146436, 90626440, 7, -0.0557266, -0.0464897, -5.60489, 5.60536, 0.0725724
146436, 90626440, 7, -0.0872459, -0.0316922, -7.16456, 7.16516, 0.0928237
146436, 90626440, 6, 0.558002, -0.799366, -17.911, 17.9375, 0.97486
146436, 90626440, 6, 0.220958, -0.000371425, 17.8981, 17.8995, 0.220958
146436, 90626440, 7, -0.38301, 0.102186, 10.2277, 10.2354, 0.396407
146436, 90626440, 7, -0.123919, 0.0107504, 3.20874, 3.21115, 0.124384
146436, 90626440, 7, -0.152084, 0.0131724, 4.69177, 4.69425, 0.152653
146436, 90626440, 7, -0.0477815, -0.00420102, 1.47406, 1.47484, 0.0479658
146436, 90626440, 7, -0.083297, 0.00720071, 3.06022, 3.06136, 0.0836076
146436, 90626440, 7, -0.147186, 0.0682808, 5.94194, 5.94416, 0.162253
146436, 90626440, 7, -0.0701559, 0.0325956, 1.99636, 1.99786, 0.0773584
146436, 90626440, 7, -0.207531, 0.0964786, 4.95991, 4.96519, 0.228861
146436, 90626440, 7, -0.250537, 0.174907, 6.62344, 6.63049, 0.305551
146436, 90626440, 7, -0.442357, 0.205747, 8.87387, 8.88727, 0.487864
146436, 90626440, 7, 0.470726, 0.0410623, 8.61801, 8.63095, 0.472514
146436, 90626440, 7, -0.463157, -0.124096, -8.60096, 8.61432, 0.479493
146436, 90626440, 7, -0.223448, -0.0196064, -4.02361, 4.02985, 0.224306
146436, 90626440, 7, -0.166882, 0.0145138, -3.00503, 3.0097, 0.167512
146436, 90626440, 7, -0.26734, 0.0232243, -5.73542, 5.7417, 0.268347
146436, 90626440, 6, -1.41304, 0.377256, -31.9553, 31.9888, 1.46254
146436, 90626440, 6, -0.272527, 0.0727093, -7.33824, 7.34366, 0.28206
146436, 90626440, 7, -0.449928, -0.449433, -8.03427, 8.0594, 0.635944
146436, 90626440, 7, 0.665804, -0.31094, -7.80199, 7.83652, 0.734833
146436, 90626440, 7, -0.105227, -0.104759, -7.60547, 7.60692, 0.148483
146436, 90626440, 7, -0.0637363, -0.0634981, -3.86564, 3.86669, 0.0899685
146436, 90626440, 7, -0.0241843, -0.0343632, -1.80615, 1.80663, 0.0420204
146436, 90626440, 7, -0.485362, 0.129721, -7.56535, 7.58202, 0.502398
146436, 90626440, 7, -0.520783, 0.139245, -6.81042, 6.83172, 0.539077
146436, 90626440, 7, 0.0868125, 0.326076, 7.32994, 7.3377, 0.337434
146436, 90626440, 7, -0.138624, 0.137885, 7.16619, 7.16886, 0.195522
146436, 90626440, 7, -0.0480921, 0.0478766, 2.08804, 2.08914, 0.0678603
146436, 90626440, 7, -0.188085, 0.131144, 7.05263, 7.05635, 0.229292
146436, 90626440, 6, -0.483849, 0.48078, 30.3966, 30.4042, 0.682099
146436, 90626440, 7, -0.378822, 0.540033, 7.09228, 7.12289, 0.659653
146436, 90626440, 6, 0.307994, -1.15446, 15.6505, 15.696, 1.19484
146436, 90626440, 7, 0.101919, -0.381758, 4.24963, 4.26796, 0.395129
146436, 90626440, 7, 0.268901, -0.578012, 6.85742, 6.88699, 0.6375
146436, 90626440, 7, 0.0555382, -0.208349, 3.29511, 3.30216, 0.215624
146436, 90626440, 7, 0.0203593, -0.236179, 3.62179, 3.62954, 0.237054
146436, 90626440, 7, 0.00918049, -0.106804, 1.95166, 1.9546, 0.107198
146436, 90626440, 6, 0.176406, 0.148892, 18.6904, 18.6919, 0.230842
146436, 90626440, 6, 0.0431848, 0.503659, -11.0694, 11.0809, 0.505507
146436, 90626440, 7, 0.00875638, 0.101791, -1.8364, 1.83924, 0.102167
146436, 90626440, 7, -0.00974787, 0.1095, -1.97547, 1.97853, 0.109933
146436, 90626440, 7, -0.513422, 0.0447614, -5.46333, 5.48759, 0.51537
146436, 90626440, 7, 0.372543, -0.174033, 5.27515, 5.29115, 0.411188
146436, 90626440, 7, 0.235877, -0.0633384, 3.13362, 3.14312, 0.244233
146436, 90626440, 7, 0.252307, -0.0221662, 3.24994, 3.25979, 0.253279
146436, 90626440, 7, 0.120536, -0.0106961, -5.23421, 5.23561, 0.12101
146436, 90626440, 7, -0.0592893, 0.126139, -5.0446, 5.04652, 0.139378
146436, 90626440, 7, -0.0370802, 0.0789894, -2.65098, 2.65242, 0.0872598
146436, 90626440, 7, -0.0562992, 0.120059, -3.38025, 3.38285, 0.132604
146436, 90626440, 7, 0.192063, -0.134885, -5.03088, 5.03635, 0.234695
146436, 90626440, 7, 0.157734, -0.110839, -4.92328, 4.92706, 0.192783
146436, 90626440, 7, 0.0950638, -0.0954235, -3.43876, 3.44139, 0.134695
146436, 90626440, 7, -0.301322, 0.0805334, 4.76093, 4.77114, 0.311898
146436, 90626440, 7, 0.0722257, -0.155763, -4.38021, 4.38357, 0.171694
146436, 90626440, 7, 0.104647, 0.391791, 4.36337, 4.38217, 0.405526
146436, 90626440, 7, 0.0964203, 0.207154, 2.45887, 2.46947, 0.228494
146436, 90626440, 7, 0.19162, -0.274255, 4.29019, 4.30322, 0.334565
146436, 90626440, 7, 0.0990696, 0.099333, -4.27377, 4.27607, 0.140292
146436, 90626440, 7, -0.166889, 0.166446, -4.23117, 4.23773, 0.235704
146436, 90626440, 7, 0.129787, 0.185751, 4.13146, 4.13767, 0.226602
146436, 90626440, 7, -0.253483, 0.361443, -4.05522, 4.07918, 0.441468
146436, 90626440, 7, 0.217095, 0.217334, 3.94131, 3.95327, 0.307188
146436, 90626440, 7, 0.367461, -0.0322614, -3.91709, 3.93442, 0.368875
146436, 90626440, 7, -0.346593, -0.0928662, 3.85557, 3.87223, 0.358818
146436, 90626440, 7, 0.0715968, 0.154111, -3.64249, 3.64645, 0.16993
146436, 90626440, 7, -0.275628, 0.192713, -3.56618, 3.582, 0.336317
146436, 90626440, 7, 0.235363, 0.0205409, -3.56625, 3.57407, 0.236258
146436, 90626440, 7, -0.113477, -0.0793282, -3.52362, 3.52634, 0.138456
146436, 90626440, 7, 0.0696151, -0.26094, -3.41514, 3.4258, 0.270066
146436, 90626440, 7, 0.0973944, -0.209447, -2.92147, 2.93058, 0.230984
146436, 90626440, 7, 0.151725, 0.0406572, 3.41532, 3.41893, 0.157078
146436, 90626440, 7, -0.254733, -0.0223322, 3.27427, 3.28424, 0.25571
146436, 90626440, 7, 0.0805495, 0.0376166, -3.22933, 3.23055, 0.0889001
146436, 90626440, 7, -0.0219963, -0.248491, 3.19653, 3.20625, 0.249463
146436, 90626440, 7, -0.0182503, 0.205579, 3.15459, 3.16133, 0.206387
146436, 90626440, 7, -0.010979, 0.123962, 1.59549, 1.60033, 0.124447
146436, 90626440, 7, -0.0933591, -0.0434802, -3.12229, 3.12399, 0.102988
146436, 90626440, 7, 0.100896, -0.101216, 3.10456, 3.10785, 0.142915
146436, 90626440, 7, -0.0217084, -0.0801502, 3.04361, 3.04474, 0.083038
146436, 90626440, 7, 0.252593, 0.117837, 3.00039, 3.0133, 0.278727
146436, 90626440, 7, -0.0183329, -0.0675499, -3.01147, 3.01228, 0.0699934
146436, 90626440, 7, -0.125269, -0.0583629, -2.9535, 2.95673, 0.138198
146436, 90626440, 7, -0.0680598, -0.145503, -2.883, 2.88747, 0.160634
146436, 90626440, 7, -0.0526714, -0.00464665, -2.70689, 2.70741, 0.052876
146436, 90626440, 7, 0.101245, -0.00893247, 2.6328, 2.63476, 0.101638
146436, 90626440, 7, -0.0772269, 0.0358559, -2.58277, 2.58417, 0.0851448
146436, 90626440, 7, -0.111323, -0.00977345, 2.42094, 2.42351, 0.111751
146436, 90626440, 7, -0.0190142, 0.215107, -2.29151, 2.30166, 0.215945
146436, 90626440, 7, 0.0177849, 0.205313, -2.18718, 2.19686, 0.206082
146436, 90626440, 6, 0.163885, -0.164935, 10.4005, 10.4031, 0.232512
146436, 90626440, 7, 0.0801267, 0.0214715, -2.12009, 2.12172, 0.0829537
146436, 90626440, 7, 0.112836, 0.0790849, 2.10822, 2.11272, 0.137791
146436, 90626440, 7, 0.0549255, -0.0257235, -1.84719, 1.84819, 0.0606508
146436, 90626440, 7, 0.026107, -0.0184116, 1.66979, 1.67009, 0.0319463
146436, 90626440, 7, 0.0837338, -0.0391459, -1.66255, 1.66512, 0.0924324
146436, 90626440, 7, -0.0944936, -0.044036, 1.59109, 1.5945, 0.104251
146436, 90626440, 7, -0.0352491, -0.0246247, -1.55264, 1.55324, 0.0429985
146436, 90626440, 6, -0.0930854, -0.0651043, 2.15046, 2.15346, 0.113593
146436, 90626440, 6, -0.281999, -0.131402, 5.8893, 5.89751, 0.311111
146436, 90626440, 6, -0.150742, -0.0403885, 3.51952, 3.52298, 0.156059
146436, 90626440, 6, 3.11617, -2.18654, 59.4939, 59.6155, 3.80677
146436, 90626440, 6, -0.0304114, 0.0647833, 2.29443, 2.29554, 0.0715663
146436, 90626440, 6, -0.0576693, 0.0819337, 3.21083, 3.2124, 0.100194
146436, 90626440, 6, -0.125554, 0.17853, 5.76084, 5.76498, 0.218259
146436, 90626440, 6, 0.103176, 0.606707, 49.6648, 49.6686, 0.615417
146436, 90626440, 6, 0.230824, 0.404249, 37.6392, 37.6421, 0.465507
146436, 90626440, 6, 0.1656, 0.0603941, 14.2808, 14.2819, 0.176269
146436, 90626440, 6, 0.174883, -0.000231499, 11.3657, 11.3671, 0.174883
146436, 90626440, 6, 0.411567, -0.151194, 27.9483, 27.9517, 0.43846
146436, 90626440, 6, -0.4871, 0.226446, -11.7387, 11.751, 0.537163
146436, 90626440, 6, -0.0939894, 0.043669, -2.74831, 2.75026, 0.103639
146436, 90626440, 6, -0.137291, 0.0957923, -4.35744, 4.36066, 0.167406
146436, 90626440, 6, -0.129147, 0.128662, -4.83702, 4.84045, 0.182299
146436, 90626440, 6, -0.519536, -0.241964, 17.9975, 18.0066, 0.573118
146436, 90626440, 6, -0.244108, -0.0654025, 7.93569, 7.93971, 0.252717
146436, 90626440, 6, 0.352335, 0.353923, 26.6982, 26.7028, 0.499401
146436, 90626440, 6, 0.165643, 0.166084, 7.54078, 7.54443, 0.234566
146436, 90626440, 6, 0.0818563, 0.117326, 4.59781, 4.60004, 0.143059
146436, 90626440, 6, -0.787288, 0.209872, 25.5939, 25.6069, 0.814781
146436, 90626440, 6, -0.166429, 0.0443222, 6.44309, 6.44539, 0.17223
146436, 90626440, 6, 0.0537572, -0.317184, -25.5351, 25.5371, 0.321707
146436, 90626440, 6, -0.0160084, -0.0876815, -7.19339, 7.19394, 0.0891308
146436, 90626440, 6, 0.0129335, -0.0489929, -2.27508, 2.27564, 0.0506713
146436, 90626440, 6, -0.155356, 0.220245, 12.0179, 12.0209, 0.269525
146436, 90626440, 6, -0.0527676, 0.0747018, 4.95477, 4.95562, 0.0914591
146436, 90626440, 6, -0.0634409, 0.0629613, 4.83881, 4.83964, 0.0893805
146436, 90626440, 6, -0.184523, 0.128287, 11.9346, 11.9367, 0.224736
146436, 90626440, 6, -0.207994, 0.0962816, 12.165, 12.1671, 0.229198
146436, 90626440, 6, -0.225905, 0.0814645, 15.1751, 15.177, 0.240144
146436, 90626440, 6, -0.257409, -0.0935041, 21.8952, 21.8969, 0.273866
146436, 90626440, 6, -0.0628398, -0.0055437, 3.40802, 3.40861, 0.0630838
146436, 90626440, 6, -0.036686, 0.0626108, 5.82964, 5.83009, 0.072567
146436, 90626440, 6, -0.0502578, 0.0860404, 6.315, 6.31579, 0.0996434
146436, 90626440, 6, -0.0776184, 0.164586, 9.68336, 9.68506, 0.18197
146436, 90626440, 6, -0.00490091, 0.0533402, 2.90846, 2.90896, 0.0535649
146436, 90626440, 6, 0.0122731, 0.147351, 7.88624, 7.88763, 0.147861
146436, 90626440, 6, 0.018324, 0.039649, 2.3766, 2.37701, 0.0436785
146436, 90626440, 6, 0.0139291, 0.0526631, 2.48237, 2.48296, 0.0544741
146436, 90626440, 6, 0.017506, 0.208477, 9.35216, 9.3545, 0.209211
146436, 90626440, 6, 0.0713454, 0.835347, 22.162, 22.1779, 0.838388
146436, 90626440, 6, 0.179821, 0.676257, 18.5039, 18.5171, 0.699757
146436, 90626440, 6, 0.0546021, 0.205647, 6.7074, 6.71077, 0.212772
146436, 90626440, 6, 0.0324311, 0.378241, 8.58258, 8.59097, 0.379629
146436, 90626440, 6, 0.0987347, -0.000130698, -6.33369, 6.33446, 0.0987348
146436, 90626440, 6, 0.146917, -0.000246964, -11.7436, 11.7445, 0.146918
146436, 90626440, 6, -0.0507494, 0.0421181, -5.31673, 5.31714, 0.0659503
146436, 90626440, 6, -0.0699409, 0.0251592, -5.87063, 5.8711, 0.0743284
146436, 90626440, 6, -0.116406, -0.000193126, -9.18533, 9.18607, 0.116406
146436, 90626440, 6, 0.00473047, 0.0278167, -2.24701, 2.24719, 0.0282161
146436, 90626440, 6, -0.030527, 0.16797, -10.6962, 10.6976, 0.170721
146436, 90626440, 6, -0.033118, 0.0468843, -3.06942, 3.06996, 0.0574016
146436, 90626440, 6, -0.096159, 0.136323, -7.34037, 7.34227, 0.166824
146436, 90626440, 6, -0.290266, 0.411987, -18.6347, 18.6415, 0.503972
146436, 90626440, 6, -0.124043, 0.176234, -6.68933, 6.6928, 0.215511
146436, 90626440, 6, 0.293697, -0.207125, -18.9415, 18.9449, 0.359387
146436, 90626440, 6, 0.130282, -0.0611987, -7.59047, 7.59183, 0.14394
146436, 90626440, 6, 0.038672, -0.0389679, -2.94681, 2.94732, 0.0549001
146436, 90626440, 6, 1.33097, -0.357395, -17.8295, 17.8827, 1.37812
146436, 90626440, 6, -0.0630745, -0.706847, 15.7283, 15.7443, 0.709656
146436, 90626440, 6, 0.0178998, -0.20981, 5.66479, 5.6687, 0.210573
146436, 90626440, 6, 0.286744, -0.287829, 10.7439, 10.7515, 0.406285
146436, 90626440, 6, 0.246938, 0.0214518, -10.9605, 10.9633, 0.247868
146436, 90626440, 6, 0.0643962, -0.113215, 10.5007, 10.5015, 0.130248
146436, 90626440, 6, 0.0177492, -0.104726, 8.54378, 8.54444, 0.106219
146436, 90626440, 6, 0.47047, 0.219545, 9.85776, 9.87143, 0.519175
146436, 90626440, 6, 0.258659, 0.181324, 5.88667, 5.89514, 0.315884
146436, 90626440, 6, 0.220911, -0.0195589, -8.23336, 8.23635, 0.221775
146436, 90626440, 6, 0.116327, -0.116953, 6.19738, 6.19957, 0.164954
146436, 90626440, 6, 0.0793092, -0.113971, 5.31215, 5.31396, 0.13885
146436, 90626440, 6, 0.12856, -0.184562, 7.22114, 7.22465, 0.224925
146436, 90626440, 6, -0.204105, -0.0179621, -7.70529, 7.70801, 0.204894
146436, 90626440, 6, -0.166877, -0.014672, -5.19113, 5.19384, 0.16752
146436, 90626440, 6, -0.19963, -0.139511, -7.69191, 7.69576, 0.243548
146436, 90626440, 6, -0.142115, 0.303335, -7.3282, 7.33586, 0.334976
146436, 90626440, 6, -0.0838707, -0.0700544, -6.8116, 6.81248, 0.109279
146436, 90626440, 6, 0.076823, 0.165787, -6.777, 6.77946, 0.182721
146436, 90626440, 6, -0.149865, -0.557536, 6.34188, 6.3681, 0.577326
146436, 90626440, 6, 0.0405884, 0.469463, 6.29044, 6.30806, 0.471214
146436, 90626440, 6, -0.231829, -0.162107, -6.18005, 6.18652, 0.282884
146436, 90626440, 6, 0.12585, 0.180278, -5.84987, 5.854, 0.21986
146436, 90626440, 6, 0.0773255, 0.077674, -5.78201, 5.78304, 0.109601
146436, 90626440, 6, 0.0988165, 0.0264819, 5.47255, 5.47351, 0.102303
146436, 90626440, 6, 0.235867, 0.165315, -4.52842, 4.53757, 0.288032
146436, 90626440, 6, -0.016822, 0.187608, -5.00523, 5.00877, 0.188361
146436, 90626440, 6, 0.0329669, -0.124582, 4.92509, 4.92677, 0.12887
146436, 90626440, 6, -0.0761997, -0.108434, 4.24255, 4.24462, 0.13253
146436, 90626440, 6, -0.0447161, -0.0953929, 3.37366, 3.3753, 0.105353
146436, 90626440, 6, -0.044421, -0.0948432, 2.81454, 2.81649, 0.10473
146436, 90626440, 6, -0.0434869, -0.092678, 3.83256, 3.83392, 0.102373
146436, 90626440, 6, -0.029044, -0.0413019, 1.92507, 1.92573, 0.0504916
146436, 90626440, 6, -0.0801485, -0.171245, -4.21165, 4.21589, 0.189073
146436, 90626440, 6, -0.264484, 0.0230243, -4.16379, 4.17225, 0.265485
146436, 90626440, 6, 0.210959, -0.0566983, 4.14699, 4.15274, 0.218446
146436, 90626440, 6, 0.119843, 0.0104328, 3.7971, 3.799, 0.120296
146436, 90626440, 6, -0.0816554, -0.303779, -3.47482, 3.48902, 0.314562
146436, 90626440, 6, 0.210908, 0.147799, 3.44026, 3.44988, 0.257539
146436, 90626440, 6, 0.124048, 0.0108076, -3.31473, 3.31707, 0.124518
146436, 90626440, 6, -0.0818975, -0.0817161, -3.06735, 3.06953, 0.115692
146436, 90626440, 6, 0.107506, 0.0501746, -2.65057, 2.65322, 0.118638
146436, 90626440, 6, 0.104493, -0.0281005, -2.417, 2.41942, 0.108206
146436, 90626440, 6, 0.0431415, 0.0432783, -2.31128, 2.31209, 0.0611081
146436, 90626440, 5, -0.586699, 0.669026, -8.20246, 8.25058, 0.889838
146436, 90626440, 5, 0.470913, 0.673447, 3.39737, 3.49535, 0.82176
146436, 90626440, 5, -0.936519, -0.655111, -6.68437, 6.78138, 1.14291
146436, 90626440, 5, -0.45944, 0.039952, -2.94793, 2.98379, 0.461174
146436, 90626440, 5, 0.613266, -0.164605, 2.31644, 2.40189, 0.634972
146436, 90626440, 5, 0.05188, -0.599673, 2.48621, 2.55803, 0.601913
146436, 90626440, 5, -0.277663, 0.59413, 2.39028, 2.47861, 0.655811
146436, 90626440, 5, -1.02047, -0.42263, -1.75981, 2.07772, 1.10453
146436, 90626440, 5, -0.0674116, -1.52606, -0.845363, 1.74586, 1.52754
146436, 90626440, 5, -0.537214, -2.64148, -0.476201, 2.73729, 2.69555
146436, 90626440, 5, 0.108748, -0.829427, 1.39387, 1.62562, 0.836525
146436, 90626440, 5, 0.055114, 0.635935, 2.32756, 2.4135, 0.638319
146436, 90626440, 5, -0.645028, 0.83976, 1.0232, 1.47248, 1.05889
146436, 90626440, 5, 0.46235, 0.323978, 2.33445, 2.40175, 0.564561
146436, 90626440, 5, 0.866816, 0.273333, 2.22128, 2.40003, 0.90889
146436, 90626440, 5, -0.264434, 0.837117, -0.88079, 1.24358, 0.87789
146436, 90626440, 5, 0.766972, -0.0672824, 2.27408, 2.40088, 0.769918
146436, 90626440, 5, 0.703783, 0.768494, 0.366818, 1.10474, 1.04206
146436, 90626440, 5, 0.904266, 0.576292, -0.000952318, 1.07229, 1.07229
146436, 90626440, 5, -0.627591, 0.574563, 0.458996, 0.966784, 0.850878
146436, 90626440, 5, -0.243139, 0.769704, -0.0712285, 0.81033, 0.807193
146436, 90626440, 5, -0.161193, -0.51043, -0.606483, 0.808915, 0.535278
146436, 90626440, 4, 0.0190647, 4.28219, -38.9585, 39.1932, 4.28223
146436, 90626440, 4, -0.598475, 0.754252, 9.20543, 9.25565, 0.962844
146436, 90626440, 4, -0.172995, -0.601313, 5.00122, 5.04021, 0.625704
146436, 90626440, 4, 0.21684, 0.460731, -4.46831, 4.49723, 0.509208
146436, 90626440, 4, -0.825539, -1.55026, 3.8097, 4.19508, 1.75637
146436, 90626440, 4, -0.0698815, -3.23878, -1.15513, 3.43932, 3.23954
146436, 90626440, 4, -0.737473, -0.293368, 1.00716, 1.2823, 0.793682
146436, 90626440, 4, 0.22074, 0.581365, 1.05861, 1.22775, 0.621862
146436, 90626440, 4, -0.361082, -0.590008, -0.855953, 1.10052, 0.691729
146436, 90626440, 4, 0.391463, 0.277001, -2.16954, 2.22191, 0.479554
146436, 90626440, 4, 0.0978677, 0.532964, 0.705661, 0.889711, 0.541875
146436, 90626440, 4, -0.671011, -2.00345, -0.721272, 2.23255, 2.11283
146436, 90626440, 4, 0.782944, -0.119548, -0.452981, 0.912406, 0.792018
146436, 90626440, 4, -0.0177499, 0.202009, -0.727426, 0.755163, 0.202788
146436, 90626440, 4, -0.296611, -0.0750557, -1.11065, 1.15203, 0.305959
146436, 90626440, 4, -0.821109, -0.197453, 0.720644, 1.1102, 0.844516
146436, 90626440, 4, 0.482558, 0.383892, 0.360491, 0.714275, 0.616633
146436, 90626440, 4, -0.207526, -1.12889, -0.380755, 1.20931, 1.14781
146436, 90626440, 4, 0.34229, 0.284184, 0.741762, 0.864947, 0.444885
146436, 90626440, 4, 0.0375885, 0.484133, 0.414869, 0.638681, 0.48559
146436, 90626440, 4, 0.433657, -0.155794, -0.395003, 0.606925, 0.460793
146436, 90626440, 4, 0.117832, -0.268609, 0.612825, 0.679404, 0.293318
146436, 90626440, 4, 0.0926708, -0.364777, -0.385687, 0.538892, 0.376365
146436, 90626440, 4, 0.163196, 0.256667, 0.439327, 0.534339, 0.304156
146436, 90626440, 4, 0.265292, -0.0208807, 0.40979, 0.488614, 0.266113
146436, 90626440, 4, 0.107932, 0.414547, -0.166842, 0.459712, 0.428367
146436, 90626440, 4, -0.464637, -0.164962, -0.270327, 0.562296, 0.493052
146436, 90626440, 4, -0.191854, -0.369729, 0.39659, 0.575145, 0.416543
146436, 90626440, 4, 0.0360793, -0.215415, 0.370137, 0.429775, 0.218416
146436, 90626440, 4, 0.276349, -0.283287, -0.0387162, 0.397642, 0.395753
146436, 90626440, 4, 0.166639, 0.333505, 0.00330406, 0.372834, 0.37282
146436, 90626440, 4, 0.240447, -0.571915, -0.229004, 0.661321, 0.620405
146436, 90626440, 4, -0.476194, -0.0392085, -0.603166, 0.769485, 0.477805
146436, 90626440, 4, -0.0158204, -0.280667, 0.440566, 0.522612, 0.281112
146436, 90626440, 4, 0.0500141, -0.229627, -0.265149, 0.354308, 0.235011
146436, 90626440, 4, -0.185085, 0.288237, 0.0544869, 0.346851, 0.342545
146436, 90626440, 4, -0.215807, -0.142794, -0.21514, 0.336524, 0.258772
146436, 90626440, 4, -0.241071, -0.0635641, 0.195861, 0.317045, 0.249311
146436, 90626440, 4, -0.081882, -0.128072, -0.255429, 0.297239, 0.15201
146436, 90626440, 4, -0.47401, 0.183403, 0.223505, 0.555227, 0.508254
146436, 90626440, 4, -0.0996733, 0.313445, 0.469882, 0.573561, 0.328911
146436, 90626440, 4, 0.224169, 0.178234, 0.0301433, 0.287972, 0.28639
